cm_A			CALext		
5.9507410880	13.7435660000	9.3607201420	5.9507410880	-3.0472631410	14.6102358900
5.9691075730	13.7473781000	9.3592324280	5.9691075730	-3.0491845000	14.6100869800
5.9874740570	13.7506102100	9.3585760180	5.9874740570	-3.0503888890	14.6102902900
6.0058405420	13.7524582200	9.3583943810	6.0058405420	-3.0522401780	14.6100246300
6.0242070270	13.7568229700	9.3567183100	6.0242070270	-3.0504328630	14.6099841500
6.0425735120	13.7688898100	9.3554450440	6.0425735120	-3.0445980610	14.6095332900
6.0609399970	13.7717140500	9.3551835750	6.0609399970	-3.0446417610	14.6094552700
6.0793064820	13.7819079000	9.3569086540	6.0793064820	-3.0419546560	14.6092234500
6.0976729660	13.7961697000	9.3560215230	6.0976729660	-3.0414437870	14.6090414500
6.1160394510	13.7935279100	9.3575014200	6.1160394510	-3.0368922920	14.6089305900
6.1344059360	13.7938666800	9.3575118960	6.1344059360	-3.0290350610	14.6091864700
6.1527724210	13.7998768400	9.3565891280	6.1527724210	-3.0179155330	14.6091616200
6.1711389060	13.8042920700	9.3545346320	6.1711389060	-3.0129811500	14.6091077800
6.1895053910	13.7982992300	9.3543803920	6.1895053910	-3.0077308480	14.6092308300
6.2078718750	13.7926134100	9.3553232680	6.2078718750	-3.0059701320	14.6090072900
6.2262383600	13.7946379200	9.3548084950	6.2262383600	-2.9985726410	14.6088367900
6.2446048450	13.7989826300	9.3532726620	6.2446048450	-2.9970590880	14.6090113000
6.2629713300	13.8009918700	9.3521603430	6.2629713300	-2.9927253570	14.6088608500
6.2813378150	13.7993835800	9.3516847490	6.2813378150	-2.9838787500	14.6087938500
6.2997043000	13.7986957800	9.3519556260	6.2997043000	-2.9781737920	14.6089518700
6.3180707840	13.7996907000	9.3507676160	6.3180707840	-2.9679181390	14.6086894200
6.3364372690	13.8012631000	9.3488299690	6.3364372690	-2.9679597190	14.6089320000
6.3548037540	13.8020406100	9.3471919960	6.3548037540	-2.9583853140	14.6095757900
6.3731702390	13.8028559700	9.3472743310	6.3731702390	-2.9495122960	14.6092588900
6.3915367240	13.8160039500	9.3482183570	6.3915367240	-2.9394089160	14.6096146300
6.4099032090	13.8270373700	9.3468371960	6.4099032090	-2.9335613990	14.6089519000
6.4282696930	13.8275224100	9.3467758480	6.4282696930	-2.9306318840	14.6091645400
6.4466361780	13.8339229300	9.3445064770	6.4466361780	-2.9212291210	14.6085708800
6.4650026630	13.8371559300	9.3438029380	6.4650026630	-2.9151153910	14.6086630500
6.4833691480	13.8403288000	9.3423750300	6.4833691480	-2.9026860430	14.6085250800
6.5017356330	13.8390967200	9.3445617510	6.5017356330	-2.8972171500	14.6082643700
6.5201021180	13.8432173400	9.3456775570	6.5201021180	-2.8889664280	14.6085584900
6.5384686020	13.8546225300	9.3416105530	6.5384686020	-2.8674903840	14.6077020300
6.5568350870	13.8514397900	9.3420794710	6.5568350870	-2.8554695890	14.6075219700
6.5752015720	13.8469341300	9.3419443000	6.5752015720	-2.8504198100	14.6076800800
6.5935680570	13.8397645300	9.3449088480	6.5935680570	-2.8479933830	14.6071941300
6.6119345420	13.8404733400	9.3472379070	6.6119345420	-2.8425472930	14.6073734500
6.6303010270	13.8422273600	9.3480147680	6.6303010270	-2.8485275730	14.6076644400
6.6486675120	13.8474330700	9.3456262250	6.6486675120	-2.8311925880	14.6072620700
6.6670339960	13.8424629900	9.3440265950	6.6670339960	-2.8357920210	14.6074975100
6.6854004810	13.8395428800	9.3454312510	6.6854004810	-2.8372475150	14.6074672900
6.7037669660	13.8415874100	9.3466660820	6.7037669660	-2.8404524060	14.6074377700
6.7221334510	13.8534864800	9.3479037720	6.7221334510	-2.8329384890	14.6077318100
6.7404999360	13.8648762600	9.3474399070	6.7404999360	-2.8306348750	14.6074179900
6.7588664210	13.8729155600	9.3452335300	6.7588664210	-2.8311862610	14.6069890300
6.7772329050	13.8730462700	9.3443882530	6.7772329050	-2.8278350810	14.6073492500
6.7955993900	13.8794796900	9.3419929850	6.7955993900	-2.8311791090	14.6070698000
6.8139658750	13.8824465100	9.3434391780	6.8139658750	-2.8287793660	14.6072376000
6.8323323600	13.8918510800	9.3427422080	6.8323323600	-2.8291557410	14.6074869000
6.8506988450	13.8976007600	9.3437257120	6.8506988450	-2.8148195480	14.6080683400
6.8690653300	13.9170561800	9.3452359520	6.8690653300	-2.8009445920	14.6079924700
6.8874318140	13.9301473500	9.3460275740	6.8874318140	-2.7874360150	14.6080254900
6.9057982990	13.9399981300	9.3466109860	6.9057982990	-2.7848902490	14.6083283200
6.9241647840	13.9496055400	9.3444318240	6.9241647840	-2.7752013440	14.6083106700
6.9425312690	13.9527699700	9.3414721940	6.9425312690	-2.7647916630	14.6084118900
6.9608977540	13.9492713600	9.3364923590	6.9608977540	-2.7569198000	14.6088668000
6.9792642390	13.9479295000	9.3355294610	6.9792642390	-2.7589051410	14.6089744000
6.9976307230	13.9515423600	9.3245533040	6.9976307230	-2.7544191200	14.6087400200
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
