cm_A			CALext		
6.0767470650	14.2416417900	9.1061679040	6.0767470650	-1.8954243670	14.8919838000
6.0955024570	14.2362470600	9.1082936650	6.0955024570	-1.8949879550	14.8917424800
6.1142578490	14.2290263900	9.1111459870	6.1142578490	-1.8982760300	14.8919964900
6.1330132410	14.2269880600	9.1116810450	6.1330132410	-1.8970879040	14.8921914100
6.1517686330	14.2268540000	9.1097139690	6.1517686330	-1.9012736730	14.8922473600
6.1705240260	14.2245852300	9.1104347730	6.1705240260	-1.9022686210	14.8922805700
6.1892794180	14.2148119100	9.1111440410	6.1892794180	-1.9074448560	14.8922606700
6.2080348100	14.2121037900	9.1128866670	6.2080348100	-1.9162838060	14.8925223000
6.2267902020	14.2173851200	9.1137020020	6.2267902020	-1.9195006700	14.8923905800
6.2455455940	14.2185215200	9.1129199920	6.2455455940	-1.9206819150	14.8924085100
6.2643009870	14.2160873100	9.1130108140	6.2643009870	-1.9199654620	14.8924615300
6.2830563790	14.2155233300	9.1139715780	6.2830563790	-1.9192964250	14.8922617300
6.3018117710	14.2144896900	9.1142304450	6.3018117710	-1.9194564650	14.8922627400
6.3205671630	14.2146009500	9.1149236270	6.3205671630	-1.9208044590	14.8921780600
6.3393225550	14.2170669900	9.1148406620	6.3393225550	-1.9193392220	14.8914081500
6.3580779470	14.2188840000	9.1151499010	6.3580779470	-1.9150093540	14.8914009500
6.3768333400	14.2215253200	9.1144377430	6.3768333400	-1.9179002190	14.8916008300
6.3955887320	14.2204718100	9.1140619510	6.3955887320	-1.9140765120	14.8911693700
6.4143441240	14.2187126800	9.1133504430	6.4143441240	-1.9104927410	14.8909036800
6.4330995160	14.2183692700	9.1137932670	6.4330995160	-1.9109550200	14.8906918700
6.4518549080	14.2211612600	9.1146199690	6.4518549080	-1.9073080810	14.8908291100
6.4706103000	14.2210236000	9.1139958220	6.4706103000	-1.9060139940	14.8909663400
6.4893656930	14.2225650400	9.1123875640	6.4893656930	-1.9059211370	14.8903840600
6.5081210850	14.2227140700	9.1106101480	6.5081210850	-1.9062367740	14.8902889800
6.5268764770	14.2230804500	9.1108830640	6.5268764770	-1.9060965710	14.8904024700
6.5456318690	14.2243577400	9.1086711200	6.5456318690	-1.9051850240	14.8899011500
6.5643872610	14.2234052400	9.1077323440	6.5643872610	-1.9042620900	14.8896433800
6.5831426540	14.2197943900	9.1083894530	6.5831426540	-1.9046258050	14.8897840700
6.6018980460	14.2153203500	9.1099800670	6.6018980460	-1.9086116510	14.8901061700
6.6206534380	14.2155559600	9.1109404940	6.6206534380	-1.9090064190	14.8901287000
6.6394088300	14.2159822500	9.1111835080	6.6394088300	-1.9087585340	14.8908450300
6.6581642220	14.2217113000	9.1095441990	6.6581642220	-1.9079524490	14.8912000600
6.6769196140	14.2211162600	9.1097917050	6.6769196140	-1.9063484780	14.8909394100
6.6956750070	14.2198761900	9.1118363820	6.6956750070	-1.9042253450	14.8910827200
6.7144303990	14.2164372600	9.1129394840	6.7144303990	-1.9045259360	14.8910437200
6.7331857910	14.2170205700	9.1129703520	6.7331857910	-1.9067164790	14.8915958900
6.7519411830	14.2149559000	9.1132805620	6.7519411830	-1.9068828190	14.8916860900
6.7706965750	14.2051488600	9.1145270450	6.7706965750	-1.9094260290	14.8916792000
6.7894519670	14.1880451300	9.1112249640	6.7894519670	-1.9120329430	14.8914170200
6.8082073600	14.1791497900	9.1120436810	6.8082073600	-1.9142467390	14.8912880800
6.8269627520	14.1922752500	9.1130333650	6.8269627520	-1.9156487780	14.8911820200
6.8457181440	14.1735220200	9.1139988340	6.8457181440	-1.9161889610	14.8908721200
6.8644735360	14.1765509100	9.1153659300	6.8644735360	-1.9154043180	14.8909757500
6.8832289280	14.1719237100	9.1129856910	6.8832289280	-1.9132220710	14.8906025800
6.9019843200	14.1701603300	9.1110652320	6.9019843200	-1.9119516580	14.8905024300
6.9207397130	14.1744647600	9.1071652880	6.9207397130	-1.9122320060	14.8903825600
6.9394951050	14.1753063400	9.1082937400	6.9394951050	-1.9109794210	14.8900432700
6.9582504970	14.1697196100	9.1088654470	6.9582504970	-1.9065040590	14.8901563500
6.9770058890	14.1720749100	9.1090719110	6.9770058890	-1.9106697790	14.8902642900
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
